id, number_of_iterations, initial_pop, final_pop, initial_density, final_density, end_status, elapsed_time
3736, 6, 8, 0, 0.533333, 0.000000, empty, 0.000300
3737, 29, 6, 12, 0.400000, 0.244898, period_2, 0.000864
3738, 30, 7, 12, 0.466667, 0.244898, period_2, 0.000894
3739, 179, 7, 55, 0.466667, 0.037749, period_2, 0.007928
3740, 5, 8, 7, 0.533333, 0.437500, stable, 0.000709
3741, 7, 7, 0, 0.466667, 0.000000, empty, 0.000897
3742, 7, 8, 6, 0.533333, 0.500000, stable, 0.000354
3743, 14, 8, 3, 0.533333, 1.000000, period_2, 0.000493
3744, 23, 9, 12, 0.600000, 0.148148, stable, 0.001954
3745, 3, 5, 4, 0.500000, 1.000000, stable, 0.000427
3746, 6, 6, 5, 0.400000, 0.555556, , 0.000754
3747, 2, 6, 5, 0.400000, 0.555556, stable, 0.000242
3748, 2, 7, 6, 0.466667, 0.500000, stable, 0.000216
3749, 13, 6, 3, 0.400000, 1.000000, period_2, 0.000457
3750, 8, 7, 7, 0.466667, 0.437500, stable, 0.000888
3751, 2500, 7, 9, 0.466667, 0.000236, timeout, 0.105511
3752, 18, 8, 24, 0.533333, 0.142012, stable, 0.000908
3753, 29, 6, 12, 0.400000, 0.244898, period_2, 0.001090
3754, 9, 7, 3, 0.466667, 1.000000, period_2, 0.000356
3755, 2500, 7, 9, 0.466667, 0.000236, timeout, 0.099969
3756, 45, 8, 8, 0.533333, 0.800000, stable, 0.003549
3757, 105, 7, 15, 0.466667, 0.059524, period_2, 0.007950
3758, 19, 8, 24, 0.533333, 0.142012, stable, 0.000699
3759, 2500, 8, 45, 0.533333, 0.000395, timeout, 0.127309
3760, 9, 9, 6, 0.600000, 0.500000, stable, 0.000515
3761, 6, 6, 0, 0.400000, 0.000000, empty, 0.000332
3762, 6, 7, 6, 0.466667, 0.500000, stable, 0.000313
3763, 13, 7, 3, 0.466667, 1.000000, period_2, 0.001133
3764, 21, 8, 24, 0.533333, 0.142012, stable, 0.000731
3765, 2, 7, 5, 0.466667, 0.555556, stable, 0.000655
3766, 6, 8, 0, 0.533333, 0.000000, empty, 0.000743
3767, 2, 8, 6, 0.533333, 0.666667, stable, 0.000196
3768, 2, 9, 7, 0.600000, 0.437500, stable, 0.000501
3769, 1, 7, 7, 0.466667, 0.466667, stable, 0.000468
3770, 95, 8, 17, 0.533333, 0.044974, period_2, 0.005855
3771, 11, 8, 28, 0.533333, 0.280000, stable, 0.000439
3772, 25, 9, 24, 0.600000, 0.142012, stable, 0.002010
3773, 6, 8, 6, 0.533333, 0.500000, stable, 0.000766
3774, 19, 9, 3, 0.600000, 1.000000, period_2, 0.000639
3775, 10, 9, 28, 0.600000, 0.280000, stable, 0.000406
3776, 8, 10, 0, 0.666667, 0.000000, empty, 0.000852
3777, 3, 5, 6, 0.500000, 0.500000, stable, 0.000241
3778, 8, 6, 5, 0.400000, 0.555556, , 0.000801
3779, 2500, 6, 161, 0.400000, 0.000253, timeout, 2.288220
3780, 176, 7, 55, 0.466667, 0.037749, period_2, 0.007113
3781, 2500, 6, 161, 0.400000, 0.000253, timeout, 2.733469
3782, 14, 7, 12, 0.466667, 0.244898, period_2, 0.000589
3783, 27, 7, 12, 0.466667, 0.244898, period_2, 0.000817
3784, 20, 8, 6, 0.533333, 0.500000, stable, 0.000646
3785, 4, 6, 0, 0.400000, 0.000000, empty, 0.000238
3786, 18, 7, 12, 0.466667, 0.244898, period_2, 0.001548
3787, 8, 7, 0, 0.466667, 0.000000, empty, 0.039582
3788, 7, 8, 0, 0.533333, 0.000000, empty, 0.012555
3789, 27, 7, 12, 0.466667, 0.244898, period_2, 0.001570
3790, 4, 8, 0, 0.533333, 0.000000, empty, 0.000285
3791, 7, 8, 6, 0.533333, 0.500000, stable, 0.000338
3792, 19, 9, 24, 0.600000, 0.142012, stable, 0.001802
3793, 20, 6, 24, 0.400000, 0.142012, stable, 0.002736
3794, 12, 7, 0, 0.466667, 0.000000, empty, 0.001165
3795, 18, 7, 12, 0.466667, 0.244898, period_2, 0.001668
3796, 38, 8, 48, 0.533333, 0.284024, period_3, 0.001517
3797, 3, 7, 7, 0.466667, 0.437500, stable, 0.000273
3798, 5, 8, 7, 0.533333, 0.437500, stable, 0.000375
3799, 4, 8, 0, 0.533333, 0.000000, empty, 0.000232
3800, 10, 9, 12, 0.600000, 0.244898, period_2, 0.001043
3801, 6, 7, 0, 0.466667, 0.000000, empty, 0.000307
3802, 2500, 8, 17, 0.533333, 0.000471, timeout, 0.100528
3803, 8, 8, 0, 0.533333, 0.000000, empty, 0.000368
3804, 4, 9, 4, 0.600000, 1.000000, stable, 0.000483
3805, 48, 8, 19, 0.533333, 0.113095, stable, 0.002754
3806, 5, 9, 0, 0.600000, 0.000000, empty, 0.000941
3807, 7, 9, 0, 0.600000, 0.000000, empty, 0.000409
3808, 278, 10, 49, 0.666667, 0.056322, period_2, 0.016013
3809, 4, 6, 0, 0.600000, 0.000000, empty, 0.000245
3810, 4, 7, 0, 0.466667, 0.000000, empty, 0.000251
3811, 4, 7, 8, 0.466667, 0.500000, stable, 0.000273
3812, 10, 8, 12, 0.533333, 0.244898, period_2, 0.000461
3813, 5, 7, 0, 0.466667, 0.000000, empty, 0.000673
3814, 17, 8, 12, 0.533333, 0.244898, period_2, 0.000587
3815, 4, 8, 4, 0.533333, 1.000000, stable, 0.000299
3816, 25, 9, 24, 0.600000, 0.142012, stable, 0.000789
3817, 7, 7, 5, 0.466667, 0.555556, , 0.000344
3818, 17, 8, 12, 0.533333, 0.244898, period_2, 0.000563
3819, 3, 8, 0, 0.533333, 0.000000, empty, 0.000642
3820, 10, 9, 12, 0.600000, 0.244898, period_2, 0.000494
3821, 4, 8, 0, 0.533333, 0.000000, empty, 0.000241
3822, 3, 9, 0, 0.600000, 0.000000, empty, 0.000215
3823, 3, 9, 0, 0.600000, 0.000000, empty, 0.000286
3824, 8, 10, 0, 0.666667, 0.000000, empty, 0.000334
3825, 22, 7, 24, 0.466667, 0.142012, stable, 0.001885
3826, 55, 8, 12, 0.533333, 0.150000, stable, 0.002051
3827, 2500, 8, 19, 0.533333, 0.000509, timeout, 0.105126
3828, 17, 9, 12, 0.600000, 0.244898, period_2, 0.001453
3829, 4, 8, 0, 0.533333, 0.000000, empty, 0.000301
3830, 10, 9, 12, 0.600000, 0.244898, period_2, 0.000777
3831, 2, 9, 0, 0.600000, 0.000000, empty, 0.000195
3832, 5, 10, 7, 0.666667, 0.437500, stable, 0.000442
3833, 15, 8, 3, 0.533333, 1.000000, period_2, 0.000641
3834, 33, 9, 12, 0.600000, 0.244898, period_2, 0.001336
3835, 5, 9, 4, 0.600000, 1.000000, stable, 0.000295
3836, 23, 10, 24, 0.666667, 0.142012, stable, 0.001496
3837, 3, 9, 0, 0.600000, 0.000000, empty, 0.000347
3838, 3, 10, 0, 0.666667, 0.000000, empty, 0.000337
3839, 5, 10, 3, 0.666667, 1.000000, period_2, 0.000770
3840, 9, 11, 7, 0.733333, 0.437500, stable, 0.000438
3841, 1, 4, 0, 0.400000, 0.000000, empty, 0.000492
3842, 2, 5, 0, 0.333333, 0.000000, empty, 0.000206
3843, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000243
3844, 2, 6, 0, 0.400000, 0.000000, empty, 0.000244
3845, 5, 5, 6, 0.333333, 0.500000, stable, 0.000327
3846, 3, 6, 4, 0.400000, 1.000000, stable, 0.000277
3847, 3, 6, 4, 0.400000, 1.000000, stable, 0.000278
3848, 4, 7, 0, 0.466667, 0.000000, empty, 0.000721
3849, 5, 5, 0, 0.333333, 0.000000, empty, 0.000352
3850, 19, 6, 24, 0.400000, 0.142012, stable, 0.002118
3851, 14, 6, 3, 0.400000, 1.000000, period_2, 0.000638
3852, 5, 7, 0, 0.466667, 0.000000, empty, 0.000308
3853, 5, 6, 0, 0.400000, 0.000000, empty, 0.000852
3854, 5, 7, 0, 0.466667, 0.000000, empty, 0.000461
3855, 10, 7, 0, 0.466667, 0.000000, empty, 0.001048
3856, 3, 8, 0, 0.533333, 0.000000, empty, 0.000284
3857, 2, 5, 4, 0.333333, 1.000000, stable, 0.000254
3858, 4, 6, 6, 0.400000, 0.500000, stable, 0.000703
3859, 19, 6, 24, 0.400000, 0.142012, stable, 0.000703
3860, 5, 7, 0, 0.466667, 0.000000, empty, 0.000292
3861, 12, 6, 12, 0.400000, 0.244898, period_2, 0.001209
3862, 5, 7, 6, 0.466667, 0.500000, stable, 0.000291
3863, 4, 7, 4, 0.466667, 1.000000, stable, 0.000360
3864, 29, 8, 12, 0.533333, 0.244898, period_2, 0.002660
3865, 5, 6, 0, 0.400000, 0.000000, empty, 0.000491
3866, 19, 7, 24, 0.466667, 0.142012, stable, 0.001326
3867, 14, 7, 3, 0.466667, 1.000000, period_2, 0.000551
3868, 5, 8, 0, 0.533333, 0.000000, empty, 0.000690
3869, 3, 7, 4, 0.466667, 0.444444, stable, 0.000259
3870, 4, 8, 0, 0.533333, 0.000000, empty, 0.000256
3871, 21, 8, 24, 0.533333, 0.142012, stable, 0.001881
3872, 8, 9, 0, 0.600000, 0.000000, empty, 0.000912
3873, 2, 5, 4, 0.500000, 1.000000, stable, 0.000244
3874, 4, 6, 6, 0.400000, 0.500000, stable, 0.000276
3875, 4, 6, 4, 0.400000, 1.000000, stable, 0.000658
3876, 2, 7, 6, 0.466667, 0.500000, stable, 0.000212
3877, 29, 6, 12, 0.400000, 0.244898, period_2, 0.002291
3878, 9, 7, 3, 0.466667, 1.000000, period_2, 0.000941
3879, 105, 7, 15, 0.466667, 0.059524, period_2, 0.005179
3880, 7, 8, 6, 0.533333, 0.500000, stable, 0.000352
3881, 4, 6, 0, 0.400000, 0.000000, empty, 0.000241
3882, 11, 7, 4, 0.466667, 0.444444, stable, 0.001180
3883, 9, 7, 0, 0.466667, 0.000000, empty, 0.000422
3884, 7, 8, 6, 0.533333, 0.500000, stable, 0.000394
3885, 9, 7, 0, 0.466667, 0.000000, empty, 0.000351
3886, 46, 8, 24, 0.533333, 0.142012, stable, 0.001405
3887, 6, 8, 5, 0.533333, 0.555556, stable, 0.000489
3888, 4, 9, 4, 0.600000, 1.000000, stable, 0.000267
3889, 19, 6, 24, 0.400000, 0.142012, stable, 0.001708
3890, 7, 7, 4, 0.466667, 1.000000, stable, 0.000354
3891, 16, 7, 3, 0.466667, 1.000000, period_2, 0.001446
3892, 14, 8, 0, 0.533333, 0.000000, empty, 0.000506
3893, 8, 7, 7, 0.466667, 0.437500, stable, 0.000929
3894, 2500, 8, 39, 0.533333, 0.000666, timeout, 0.116584
3895, 1, 8, 8, 0.533333, 0.533333, stable, 0.000199
3896, 38, 9, 4, 0.600000, 1.000000, stable, 0.001602
3897, 4, 7, 0, 0.466667, 0.000000, empty, 0.000288
3898, 11, 8, 4, 0.533333, 0.444444, stable, 0.000457
3899, 9, 8, 0, 0.533333, 0.000000, empty, 0.000907
3900, 7, 9, 6, 0.600000, 0.500000, stable, 0.000841
3901, 8, 8, 0, 0.533333, 0.000000, empty, 0.000824
3902, 21, 9, 0, 0.600000, 0.000000, empty, 0.000637
3903, 10, 9, 28, 0.600000, 0.280000, stable, 0.001052
3904, 24, 10, 24, 0.666667, 0.142012, stable, 0.001161
3905, 3, 5, 6, 0.500000, 0.500000, stable, 0.000614
3906, 5, 6, 0, 0.400000, 0.000000, empty, 0.000278
3907, 2500, 6, 161, 0.400000, 0.000255, timeout, 2.775965
3908, 3, 7, 0, 0.466667, 0.000000, empty, 0.000583
3909, 2500, 6, 9, 0.400000, 0.000236, timeout, 0.097611
3910, 27, 7, 12, 0.466667, 0.244898, period_2, 0.001161
3911, 27, 7, 12, 0.466667, 0.244898, period_2, 0.000940
3912, 12, 8, 4, 0.533333, 1.000000, stable, 0.000553
3913, 18, 6, 24, 0.400000, 0.142012, stable, 0.001615
3914, 12, 7, 10, 0.466667, 0.277778, stable, 0.000482
3915, 20, 7, 4, 0.466667, 1.000000, stable, 0.000669
3916, 76, 8, 6, 0.533333, 0.500000, stable, 0.002039
3917, 18, 7, 24, 0.466667, 0.142012, stable, 0.001193
3918, 20, 8, 0, 0.533333, 0.000000, empty, 0.000656
3919, 10, 8, 5, 0.533333, 0.555556, , 0.001025
3920, 47, 9, 12, 0.600000, 0.148148, stable, 0.004407
3921, 4, 6, 4, 0.400000, 1.000000, stable, 0.000559
3922, 4, 7, 0, 0.466667, 0.000000, empty, 0.000252
3923, 12, 7, 10, 0.466667, 0.277778, stable, 0.000606
3924, 10, 8, 4, 0.533333, 1.000000, stable, 0.000641
3925, 180, 7, 55, 0.466667, 0.040741, period_2, 0.009214
3926, 10, 8, 6, 0.533333, 0.500000, stable, 0.001224
3927, 10, 8, 6, 0.533333, 0.500000, stable, 0.000550
3928, 28, 9, 24, 0.600000, 0.142012, stable, 0.001051
3929, 18, 7, 24, 0.466667, 0.142012, stable, 0.000852
3930, 12, 8, 10, 0.533333, 0.277778, stable, 0.000489
3931, 20, 8, 4, 0.533333, 1.000000, stable, 0.000750
3932, 76, 9, 6, 0.600000, 0.500000, stable, 0.005598
3933, 25, 8, 24, 0.533333, 0.142012, stable, 0.002174
3934, 2500, 9, 39, 0.600000, 0.000680, timeout, 0.128103
3935, 7, 9, 0, 0.600000, 0.000000, empty, 0.000390
3936, 18, 10, 4, 0.666667, 1.000000, stable, 0.000859
3937, 3, 6, 6, 0.600000, 0.500000, stable, 0.000582
3938, 19, 7, 24, 0.466667, 0.142012, stable, 0.001792
3939, 3, 7, 0, 0.466667, 0.000000, empty, 0.000231
3940, 176, 8, 55, 0.533333, 0.037749, period_2, 0.005745
3941, 64, 7, 16, 0.466667, 0.069565, stable, 0.003779
3942, 2500, 8, 39, 0.533333, 0.000686, timeout, 0.124098
3943, 78, 8, 6, 0.533333, 0.500000, stable, 0.003019
3944, 53, 9, 12, 0.600000, 0.150000, stable, 0.003234
3945, 18, 7, 24, 0.466667, 0.142012, stable, 0.000684
3946, 242, 8, 50, 0.533333, 0.034014, period_2, 0.015979
3947, 76, 8, 6, 0.533333, 0.500000, stable, 0.004059
3948, 37, 9, 6, 0.600000, 0.085714, period_2, 0.002830
3949, 30, 8, 3, 0.533333, 1.000000, period_2, 0.000890
3950, 23, 9, 4, 0.600000, 1.000000, stable, 0.001997
3951, 17, 9, 0, 0.600000, 0.000000, empty, 0.000589
3952, 2500, 10, 71, 0.666667, 0.000951, timeout, 0.121525
3953, 4, 7, 4, 0.466667, 1.000000, stable, 0.000311
3954, 2500, 8, 9, 0.533333, 0.000233, timeout, 0.098307
3955, 10, 8, 4, 0.533333, 1.000000, stable, 0.000516
3956, 242, 9, 50, 0.600000, 0.034014, period_2, 0.010222
3957, 18, 8, 4, 0.533333, 1.000000, stable, 0.000877
3958, 7, 9, 4, 0.600000, 1.000000, stable, 0.000794
3959, 2500, 9, 104, 0.600000, 0.000854, timeout, 0.156958
3960, 69, 10, 0, 0.666667, 0.000000, empty, 0.001757
3961, 18, 8, 24, 0.533333, 0.142012, stable, 0.000918
3962, 242, 9, 50, 0.600000, 0.034014, period_2, 0.015022
3963, 76, 9, 6, 0.600000, 0.500000, stable, 0.003133
3964, 37, 10, 6, 0.666667, 0.085714, period_2, 0.001580
3965, 48, 9, 19, 0.600000, 0.113095, stable, 0.001637
3966, 7, 10, 0, 0.666667, 0.000000, empty, 0.000678
3967, 6, 10, 7, 0.666667, 0.437500, stable, 0.000736
3968, 12, 11, 4, 0.733333, 1.000000, stable, 0.000860
3969, 8, 5, 0, 0.500000, 0.000000, empty, 0.000891
3970, 8, 6, 0, 0.400000, 0.000000, empty, 0.000660
3971, 12, 6, 3, 0.400000, 1.000000, period_2, 0.001302
3972, 176, 7, 55, 0.466667, 0.037749, period_2, 0.010381
3973, 5, 6, 0, 0.400000, 0.000000, empty, 0.000643
3974, 12, 7, 3, 0.466667, 1.000000, period_2, 0.001150
3975, 19, 7, 24, 0.466667, 0.142012, stable, 0.000842
3976, 31, 8, 3, 0.533333, 1.000000, period_2, 0.001144
3977, 3, 6, 0, 0.400000, 0.000000, empty, 0.000670
3978, 10, 7, 0, 0.466667, 0.000000, empty, 0.000488
3979, 9, 7, 5, 0.466667, 0.555556, , 0.001302
3980, 46, 8, 6, 0.533333, 0.352941, period_2, 0.001739
3981, 8, 7, 0, 0.466667, 0.000000, empty, 0.000451
3982, 20, 8, 24, 0.533333, 0.142012, stable, 0.002303
3983, 20, 8, 24, 0.533333, 0.142012, stable, 0.000990
3984, 2500, 9, 33, 0.600000, 0.000831, timeout, 0.112184
3985, 20, 6, 24, 0.400000, 0.142012, stable, 0.001681
3986, 7, 7, 6, 0.466667, 0.500000, stable, 0.000508
3987, 11, 7, 12, 0.466667, 0.244898, period_2, 0.000539
3988, 11, 8, 12, 0.533333, 0.244898, period_2, 0.001315
3989, 8, 7, 7, 0.466667, 0.437500, stable, 0.000488
3990, 16, 8, 3, 0.533333, 1.000000, period_2, 0.001162
3991, 20, 8, 24, 0.533333, 0.142012, stable, 0.002331
3992, 19, 9, 0, 0.600000, 0.000000, empty, 0.000710
3993, 9, 7, 5, 0.466667, 0.555556, , 0.001203
3994, 179, 8, 55, 0.533333, 0.040741, period_2, 0.006393
3995, 6, 8, 0, 0.533333, 0.000000, empty, 0.000459
3996, 13, 9, 12, 0.600000, 0.244898, period_2, 0.001580
3997, 67, 8, 16, 0.533333, 0.069565, stable, 0.004779
3998, 17, 9, 24, 0.600000, 0.142012, stable, 0.002120
3999, 17, 9, 24, 0.600000, 0.142012, stable, 0.001148
4000, 9, 10, 5, 0.666667, 0.555556, stable, 0.000404
4001, 2500, 6, 33, 0.600000, 0.000827, timeout, 0.115878
4002, 10, 7, 6, 0.466667, 0.500000, stable, 0.000438
4003, 8, 7, 12, 0.466667, 0.244898, period_2, 0.000474
4004, 195, 8, 30, 0.533333, 0.047619, period_2, 0.011945
4005, 2500, 7, 161, 0.466667, 0.000253, timeout, 2.734932
4006, 2500, 8, 28, 0.533333, 0.000318, timeout, 0.129717
4007, 25, 8, 18, 0.533333, 0.183673, period_2, 0.001180
4008, 53, 9, 12, 0.600000, 0.150000, stable, 0.004089
4009, 2500, 7, 9, 0.466667, 0.000234, timeout, 0.100645
4010, 7, 8, 0, 0.533333, 0.000000, empty, 0.000335
4011, 6, 8, 3, 0.533333, 1.000000, period_2, 0.000334
4012, 5, 9, 0, 0.600000, 0.000000, empty, 0.000687
4013, 8, 8, 3, 0.533333, 1.000000, period_2, 0.000367
4014, 5, 9, 0, 0.600000, 0.000000, empty, 0.000264
4015, 8, 9, 3, 0.600000, 1.000000, period_2, 0.000372
4016, 129, 10, 14, 0.666667, 0.057613, stable, 0.003765
4017, 7, 7, 7, 0.466667, 0.437500, stable, 0.000833
4018, 2500, 8, 412, 0.533333, 0.000821, timeout, 0.267213
4019, 16, 8, 0, 0.533333, 0.000000, empty, 0.001403
4020, 76, 9, 38, 0.600000, 0.082251, period_2, 0.002301
4021, 11, 8, 0, 0.533333, 0.000000, empty, 0.000389
4022, 139, 9, 20, 0.600000, 0.118343, period_2, 0.008604
4023, 8, 9, 3, 0.600000, 1.000000, period_2, 0.000879
4024, 36, 10, 24, 0.666667, 0.142012, stable, 0.002400
4025, 15, 8, 3, 0.533333, 1.000000, period_2, 0.000551
4026, 65, 9, 16, 0.600000, 0.114286, period_2, 0.001918
4027, 8, 9, 0, 0.600000, 0.000000, empty, 0.000971
4028, 13, 10, 0, 0.666667, 0.000000, empty, 0.000453
4029, 2500, 9, 267, 0.600000, 0.000679, timeout, 0.291267
4030, 6, 10, 7, 0.666667, 0.437500, stable, 0.000473
4031, 2500, 10, 267, 0.666667, 0.000679, timeout, 0.290419
4032, 12, 11, 0, 0.733333, 0.000000, empty, 0.000601
4033, 4, 6, 0, 0.600000, 0.000000, empty, 0.000442
4034, 176, 7, 55, 0.466667, 0.037749, period_2, 0.007979
4035, 10, 7, 12, 0.466667, 0.244898, period_2, 0.000437
4036, 14, 8, 12, 0.533333, 0.244898, period_2, 0.000610
4037, 20, 7, 24, 0.466667, 0.142012, stable, 0.001873
4038, 4, 8, 0, 0.533333, 0.000000, empty, 0.000281
4039, 4, 8, 0, 0.533333, 0.000000, empty, 0.000280
4040, 6, 9, 6, 0.600000, 0.500000, stable, 0.000303
4041, 77, 7, 6, 0.466667, 0.500000, stable, 0.002069
4042, 17, 8, 12, 0.533333, 0.244898, period_2, 0.000593
4043, 17, 8, 12, 0.533333, 0.244898, period_2, 0.001108
4044, 4, 9, 0, 0.600000, 0.000000, empty, 0.000714
4045, 2500, 8, 33, 0.533333, 0.000822, timeout, 0.105841
4046, 3, 9, 0, 0.600000, 0.000000, empty, 0.000249
4047, 7, 9, 4, 0.600000, 1.000000, stable, 0.000367
4048, 14, 10, 3, 0.666667, 1.000000, period_2, 0.000546
4049, 2500, 7, 161, 0.466667, 0.000254, timeout, 2.783702
4050, 2500, 8, 161, 0.533333, 0.000254, timeout, 2.779639
4051, 55, 8, 12, 0.533333, 0.150000, stable, 0.002304
4052, 9, 9, 0, 0.600000, 0.000000, empty, 0.000545
4053, 6, 8, 4, 0.533333, 1.000000, stable, 0.000491
4054, 4, 9, 4, 0.600000, 1.000000, stable, 0.000444
4055, 10, 9, 12, 0.600000, 0.244898, period_2, 0.001420
4056, 3, 10, 0, 0.666667, 0.000000, empty, 0.000253
4057, 107, 8, 15, 0.533333, 0.059524, period_2, 0.009098
4058, 10, 9, 12, 0.600000, 0.244898, period_2, 0.001063
4059, 10, 9, 12, 0.600000, 0.244898, period_2, 0.001036
4060, 4, 10, 3, 0.666667, 1.000000, period_2, 0.001600
4061, 17, 9, 3, 0.600000, 1.000000, period_2, 0.000606
4062, 3, 10, 4, 0.666667, 1.000000, stable, 0.000234
4063, 2500, 10, 33, 0.666667, 0.000827, timeout, 0.110891
4064, 8, 11, 7, 0.733333, 0.437500, stable, 0.000532
4065, 18, 7, 24, 0.700000, 0.142012, stable, 0.001796
4066, 19, 8, 0, 0.533333, 0.000000, empty, 0.001420
4067, 5, 8, 6, 0.533333, 0.500000, stable, 0.000293
4068, 6, 9, 3, 0.600000, 1.000000, period_2, 0.000306
4069, 4, 8, 3, 0.533333, 1.000000, period_2, 0.000709
4070, 10, 9, 12, 0.600000, 0.244898, period_2, 0.000489
4071, 2, 9, 0, 0.600000, 0.000000, empty, 0.000494
4072, 4, 10, 4, 0.666667, 1.000000, stable, 0.000358
4073, 6, 8, 0, 0.533333, 0.000000, empty, 0.000305
4074, 5, 9, 0, 0.600000, 0.000000, empty, 0.000351
4075, 6, 9, 0, 0.600000, 0.000000, empty, 0.000419
4076, 5, 10, 0, 0.666667, 0.000000, empty, 0.000334
4077, 3, 9, 0, 0.600000, 0.000000, empty, 0.001485
4078, 3, 10, 0, 0.666667, 0.000000, empty, 0.000387
4079, 4, 10, 4, 0.666667, 1.000000, stable, 0.000663
4080, 2500, 11, 17, 0.733333, 0.000528, timeout, 0.108096
4081, 7, 8, 4, 0.533333, 1.000000, stable, 0.000373
4082, 19, 9, 0, 0.600000, 0.000000, empty, 0.000937
4083, 8, 9, 3, 0.600000, 1.000000, period_2, 0.000922
4084, 4, 10, 6, 0.666667, 0.500000, stable, 0.000659
4085, 3, 9, 0, 0.600000, 0.000000, empty, 0.000241
4086, 6, 10, 3, 0.666667, 1.000000, period_2, 0.000802
4087, 3, 10, 0, 0.666667, 0.000000, empty, 0.000546
4088, 4, 11, 4, 0.733333, 1.000000, stable, 0.000527
4089, 3, 9, 0, 0.600000, 0.000000, empty, 0.000577
4090, 3, 10, 0, 0.666667, 0.000000, empty, 0.000226
4091, 3, 10, 0, 0.666667, 0.000000, empty, 0.000216
4092, 3, 11, 0, 0.733333, 0.000000, empty, 0.000610
4093, 3, 10, 4, 0.666667, 1.000000, stable, 0.000595
4094, 4, 11, 4, 0.733333, 1.000000, stable, 0.000302
4095, 5, 11, 4, 0.733333, 1.000000, stable, 0.000752
4096, 17, 12, 4, 0.800000, 1.000000, stable, 0.002447
4097, 1, 1, 0, 1.000000, 0.000000, empty, 0.000391
4098, 1, 2, 0, 0.222222, 0.000000, empty, 0.000158
4099, 1, 2, 0, 0.333333, 0.000000, empty, 0.000381
4100, 2, 3, 0, 0.333333, 0.000000, empty, 0.000356
4101, 1, 2, 0, 0.666667, 0.000000, empty, 0.000229
4102, 2, 3, 0, 0.333333, 0.000000, empty, 0.000467
4103, 2, 3, 0, 0.500000, 0.000000, empty, 0.000452
4104, 3, 4, 0, 0.444444, 0.000000, empty, 0.000211
4105, 1, 2, 0, 0.333333, 0.000000, empty, 0.000385
4106, 1, 3, 0, 0.250000, 0.000000, empty, 0.000168
4107, 2, 3, 0, 0.333333, 0.000000, empty, 0.000624
4108, 2, 4, 0, 0.333333, 0.000000, empty, 0.000523
4109, 2, 3, 0, 0.500000, 0.000000, empty, 0.000226
4110, 3, 4, 3, 0.333333, 1.000000, period_2, 0.000282
4111, 13, 4, 12, 0.444444, 0.244898, period_2, 0.001062
4112, 3, 5, 5, 0.416667, 0.555556, stable, 0.000287
4113, 1, 2, 0, 0.222222, 0.000000, empty, 0.000200
4114, 1, 3, 0, 0.200000, 0.000000, empty, 0.000173
4115, 1, 3, 0, 0.250000, 0.000000, empty, 0.000192
4116, 2, 4, 0, 0.266667, 0.000000, empty, 0.000192
4117, 2, 3, 0, 0.333333, 0.000000, empty, 0.000226
4118, 2, 4, 0, 0.266667, 0.000000, empty, 0.000192
4119, 3, 4, 3, 0.333333, 1.000000, period_2, 0.000245
4120, 3, 5, 0, 0.333333, 0.000000, empty, 0.000252
4121, 2, 3, 0, 0.333333, 0.000000, empty, 0.000480
4122, 2, 4, 0, 0.266667, 0.000000, empty, 0.000190
4123, 2, 4, 0, 0.333333, 0.000000, empty, 0.000202
4124, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000240
4125, 3, 4, 0, 0.444444, 0.000000, empty, 0.000557
4126, 3, 5, 0, 0.333333, 0.000000, empty, 0.000245
4127, 3, 5, 5, 0.416667, 0.555556, stable, 0.000225
4128, 3, 6, 6, 0.400000, 0.500000, stable, 0.000227
4129, 1, 2, 0, 0.333333, 0.000000, empty, 0.000166
4130, 2, 3, 0, 0.333333, 0.000000, empty, 0.000241
4131, 2, 3, 0, 0.333333, 0.000000, empty, 0.000497
4132, 3, 4, 4, 0.444444, 1.000000, stable, 0.000229
4133, 2, 3, 0, 0.333333, 0.000000, empty, 0.000452
4134, 2, 4, 0, 0.444444, 0.000000, empty, 0.000466
4135, 2, 4, 0, 0.444444, 0.000000, empty, 0.000192
4136, 5, 5, 5, 0.555556, 0.555556, glider, 0.000393
4137, 1, 3, 0, 0.250000, 0.000000, empty, 0.000398
4138, 2, 4, 0, 0.333333, 0.000000, empty, 0.000210
4139, 2, 4, 0, 0.333333, 0.000000, empty, 0.000502
4140, 4, 5, 4, 0.416667, 1.000000, stable, 0.000358
4141, 3, 4, 3, 0.333333, 1.000000, period_2, 0.000326
4142, 3, 5, 0, 0.416667, 0.000000, empty, 0.000231
4143, 6, 5, 8, 0.416667, 0.500000, stable, 0.000353
4144, 11, 6, 12, 0.500000, 0.244898, period_2, 0.000672
4145, 1, 3, 0, 0.200000, 0.000000, empty, 0.000161
4146, 2, 4, 0, 0.266667, 0.000000, empty, 0.000662
4147, 2, 4, 0, 0.266667, 0.000000, empty, 0.000286
4148, 3, 5, 4, 0.333333, 1.000000, stable, 0.000362
4149, 2, 4, 0, 0.266667, 0.000000, empty, 0.000580
4150, 2, 5, 0, 0.333333, 0.000000, empty, 0.000389
4151, 3, 5, 0, 0.333333, 0.000000, empty, 0.000286
4152, 9, 6, 5, 0.400000, 0.555556, , 0.000504
4153, 2, 4, 0, 0.266667, 0.000000, empty, 0.000558
